,Id,SalePrice
233,1694,186267.13
234,1695,163798.44
235,1696,277964.99
236,1697,169852.25
237,1698,366514.41
238,1699,311938.52
239,1700,252829.89
240,1701,271960.67
241,1702,245863.95
242,1703,247845.63
243,1704,286210.94
244,1705,237186.7
245,1706,377888.04
246,1707,213104.01
247,1708,203083.43
248,1709,273605.85
249,1710,219899.55
250,1711,264961.27
251,1712,256433.96
252,1713,281971.25
253,1714,229411.61
254,1715,208327.49
255,1716,184235.66
256,1717,175121.43
257,1718,137476.07
258,1719,205561.61
259,1720,235073.07
260,1721,160403.7
261,1722,119798.03
262,1723,154044.81
263,1724,199161.45
264,1725,234002.61
265,1726,183467.16
266,1727,150174.41
267,1728,172111.17
268,1729,168848.33
269,1730,151456.47
270,1731,121699.0
271,1732,128512.31
272,1733,115457.83
273,1734,122168.98
274,1735,123029.24
275,1736,111187.19
276,1737,302989.28
277,1738,245944.01
278,1739,228798.06
279,1740,204599.21
280,1741,189726.05
281,1742,177081.48
282,1743,175250.84
283,1744,326676.56
284,1745,215379.3
285,1746,182852.61
286,1747,219496.17
287,1748,231804.17
288,1749,150484.68
289,1750,131156.07
290,1751,239017.82
291,1752,117005.03
292,1753,150586.24
293,1754,201629.28
294,1755,177004.91
295,1756,130931.44
296,1757,120039.02
297,1758,150097.78
298,1759,166336.54
299,1760,166052.22
300,1761,145970.1
301,1762,176469.37
302,1763,185156.3
303,1764,118487.56
304,1765,140994.02
305,1766,181336.61
306,1767,213665.03
307,1768,144449.56
308,1769,173388.98
309,1770,148217.16
310,1771,125876.89
311,1772,128690.15
312,1773,122387.91
313,1774,142281.41
314,1775,138724.97
315,1776,127508.79
316,1777,110188.14
317,1778,138812.49
318,1779,121128.57
319,1780,179481.3
320,1781,131131.31
321,1782,89161.35
322,1783,141405.31
323,1784,104820.38
324,1785,120033.84
325,1786,146643.03
326,1787,158832.36
327,1788,59042.16
328,1789,102975.77
329,1790,80975.74
330,1791,176280.71
331,1792,158490.59
332,1793,133604.7
333,1794,151016.1
334,1795,135389.58
335,1796,128389.31
336,1797,112658.5
337,1798,122157.49
338,1799,109651.26
339,1800,129478.9
340,1801,128082.0
341,1802,133064.56
342,1803,149217.39
343,1804,138570.79
344,1805,136617.26
345,1806,119774.82
346,1807,121763.33
347,1808,124955.31
348,1809,124064.41
349,1810,147807.05
350,1811,104827.24
351,1812,103802.98
352,1813,128036.92
353,1814,102822.21
354,1815,55496.11
355,1816,97615.56
356,1817,111310.91
357,1818,145803.07
358,1819,124568.74
359,1820,65607.57
360,1821,104815.19
361,1822,153790.93
362,1823,51700.49
363,1824,131800.26
364,1825,131291.74
365,1826,103580.26
366,1827,107001.76
367,1828,134639.21
368,1829,106021.89
369,1830,141634.55
370,1831,157184.46
371,1832,73027.89
372,1833,135109.97
373,1834,115809.68
374,1835,123750.0
375,1836,123663.88
376,1837,88656.84
377,1838,125360.0
378,1839,91326.18
379,1840,159060.33
380,1841,142946.9
381,1842,80393.47
382,1843,133936.37
383,1844,140384.02
384,1845,141729.16
385,1846,155298.51
386,1847,169813.57
387,1848,55722.31
388,1849,111804.25
389,1850,117870.64
390,1851,157526.39
391,1852,126416.25
392,1853,130296.89
393,1854,171731.92
394,1855,151885.02
395,1856,225111.33
396,1857,139859.16
397,1858,140131.92
398,1859,118916.71
399,1860,148963.6
400,1861,118663.83
401,1862,302698.76
402,1863,269185.38
403,1864,269246.3
404,1865,332566.88
405,1866,329428.59
406,1867,225262.48
407,1868,296277.31
408,1869,200730.71
409,1870,222155.29
410,1871,245883.69
411,1872,172680.32
412,1873,240475.6
413,1874,144216.54
414,1875,206721.02
415,1876,198921.37
416,1877,211405.19
417,1878,196148.02
418,1879,133912.29
419,1880,135370.9
420,1881,238716.29
421,1882,253215.02
422,1883,187073.34
423,1884,201538.51
424,1885,237546.67
425,1886,298851.36
426,1887,208429.18
427,1888,268858.65
428,1889,165588.13
429,1890,120223.14
430,1891,133134.81
431,1892,94405.38
432,1893,131763.95
433,1894,126506.38
434,1895,136428.64
435,1896,130540.01
436,1897,115973.7
437,1898,112574.51
438,1899,159481.91
439,1900,145351.97
440,1901,179324.17
441,1902,150327.96
442,1903,209631.65
443,1904,141301.42
444,1905,195210.93
445,1906,133371.11
446,1907,209225.51
447,1908,109620.33
448,1909,133456.17
449,1910,121152.01
450,1911,227319.8
451,1912,341636.18
452,1913,146943.93
453,1914,66436.51
454,1915,308959.03
455,1916,65432.77
456,1917,251716.7
457,1918,140967.78
458,1919,173283.4
459,1920,152530.09
460,1921,406648.84
461,1922,322510.82
462,1923,226046.95
463,1924,221227.42
464,1925,201476.65
465,1926,386107.03
466,1927,133704.39
467,1928,158000.99
468,1929,125123.47
469,1930,129739.98
470,1931,140928.31
471,1932,141734.74
472,1933,180580.74
473,1934,181925.92
474,1935,171624.14
475,1936,197264.82
476,1937,186043.82
477,1938,171454.27
478,1939,243225.64
479,1940,182254.81
480,1941,170587.28
481,1942,179462.74
482,1943,207075.05
483,1944,369930.88
484,1945,399054.55
485,1946,130593.7
486,1947,292459.8
487,1948,169450.21
488,1949,246106.61
489,1950,187599.71
490,1951,239798.54
491,1952,201773.71
492,1953,168918.53
493,1954,187934.61
494,1955,139472.44
495,1956,270269.78
496,1957,153111.92
497,1958,286728.38
498,1959,143194.55
499,1960,114386.86
500,1961,121550.83
501,1962,95775.03
502,1963,102107.74
503,1964,109557.97
504,1965,147016.27
505,1966,144810.72
506,1967,280951.02
507,1968,423634.83
508,1969,403981.81
509,1970,455957.45
510,1971,460912.97
511,1972,385024.79
512,1973,261320.62
513,1974,328852.93
514,1975,523887.53
515,1976,271830.37
516,1977,364211.16
517,1978,380355.68
518,1979,320809.56
519,1980,200376.97
520,1981,331230.73
521,1982,220451.9
522,1983,203619.4
523,1984,166326.37
524,1985,230016.65
525,1986,217355.59
526,1987,178337.4
527,1988,175955.36
528,1989,188009.14
529,1990,209987.56
530,1991,228566.27
531,1992,210954.33
532,1993,166421.28
533,1994,233046.58
534,1995,183559.53
535,1996,248863.57
536,1997,312218.71
537,1998,317905.59
538,1999,267454.79
539,2000,315378.24
540,2001,272192.59
541,2002,249943.31
542,2003,261321.19
543,2004,266941.89
544,2005,225865.45
545,2006,217737.39
546,2007,248384.78
547,2008,214212.66
548,2009,200510.55
549,2010,193176.0
550,2011,134819.58
551,2012,174532.66
552,2013,182722.18
553,2014,186848.74
554,2015,205495.65
555,2016,191840.23
556,2017,193123.15
557,2018,119318.54
558,2019,131493.8
559,2020,104204.57
560,2021,103957.1
561,2022,192061.69
562,2023,146609.85
563,2024,255839.76
564,2025,372817.33
565,2026,172550.69
566,2027,157207.03
567,2028,155613.95
568,2029,172374.39
569,2030,270808.9
570,2031,230476.92
571,2032,249589.87
572,2033,266274.41
573,2034,166576.56
574,2035,222127.9
575,2036,198504.77
576,2037,206540.96
577,2038,280081.87
578,2039,235139.13
579,2040,260416.03
580,2041,302420.2
581,2042,204942.42
582,2043,177922.31
583,2044,165020.43
584,2045,213718.54
585,2046,150211.15
586,2047,146457.17
587,2048,137756.89
588,2049,139434.71
589,2050,181492.68
590,2051,105320.37
591,2052,128607.21
592,2053,148630.52
593,2054,78285.52
594,2055,160557.45
595,2056,138923.67
596,2057,113888.07
597,2058,219352.41
598,2059,135181.64
599,2060,169010.06
600,2061,175202.02
601,2062,129630.92
602,2063,115476.69
603,2064,141718.57
604,2065,122603.94
605,2066,164115.37
606,2067,99752.74
607,2068,146336.06
608,2069,86508.72
609,2070,111821.96
610,2071,89643.02
611,2072,130565.86
612,2073,138646.81
613,2074,188198.34
614,2075,155238.53
615,2076,122489.91
616,2077,153816.06
617,2078,125415.34
618,2079,133835.32
619,2080,119687.74
620,2081,125318.71
621,2082,131217.04
622,2083,151872.63
623,2084,112636.69
624,2085,122968.52
625,2086,116230.15
626,2087,126731.81
627,2088,93736.03
628,2089,77780.08
629,2090,123283.39
630,2091,114383.68
631,2092,126355.51
632,2093,111625.3
633,2094,113731.93
634,2095,149564.99
635,2096,81409.94
636,2097,98804.5
637,2098,152889.2
638,2099,50861.02
639,2100,71841.03
640,2101,117691.7
641,2102,120229.81
642,2103,103792.29
643,2104,130972.58
644,2105,131811.02
645,2106,64166.38
646,2107,201590.45
647,2108,114008.82
648,2109,112517.01
649,2110,127441.81
650,2111,133998.65
651,2112,137616.13
652,2113,118414.07
653,2114,111283.02
654,2115,162294.99
655,2116,116496.68
656,2117,146956.5
657,2118,120024.66
658,2119,109025.92
659,2120,102516.46
660,2121,86909.3
661,2122,103819.89
662,2123,87441.51
663,2124,159774.04
664,2125,128925.93
665,2126,146344.18
666,2127,164677.6
667,2128,117382.64
668,2129,93028.5
669,2130,143985.55
670,2131,147662.24
671,2132,114452.75
672,2133,125198.7
673,2134,120796.69
674,2135,102199.38
675,2136,71927.6
676,2137,114498.04
677,2138,140956.83
678,2139,151612.33
679,2140,142932.79
680,2141,152883.89
681,2142,129576.46
682,2143,148699.39
683,2144,113065.62
684,2145,139557.63
685,2146,175522.84
686,2147,139170.57
687,2148,134164.43
688,2149,139827.06
689,2150,240689.01
690,2151,111122.07
691,2152,170812.33
692,2153,163982.58
693,2154,109221.12
694,2155,143947.3
695,2156,240984.77
696,2157,226345.45
697,2158,230600.23
698,2159,208587.78
699,2160,171683.44
700,2161,235435.95
701,2162,389972.46
702,2163,328534.77
703,2164,244092.42
704,2165,207988.79
705,2166,151151.88
706,2167,226089.25
707,2168,205925.45
708,2169,198840.19
709,2170,219791.41
710,2171,158297.98
711,2172,137945.78
712,2173,177731.06
713,2174,226608.89
714,2175,306019.56
715,2176,319287.61
716,2177,238672.05
717,2178,203042.04
718,2179,142094.48
719,2180,220758.67
720,2181,189270.85
721,2182,218579.92
722,2183,184912.99
723,2184,121261.9
724,2185,118838.64
725,2186,145995.79
726,2187,150094.44
727,2188,154395.42
728,2189,222373.22
729,2190,85098.44
730,2191,86989.37
731,2192,88207.75
732,2193,109466.66
733,2194,102443.48
734,2195,110391.53
735,2196,103946.67
736,2197,115126.12
737,2198,161399.91
738,2199,174811.84
739,2200,149603.34
740,2201,141593.5
741,2202,207846.96
742,2203,134168.2
743,2204,179218.58
744,2205,119386.01
745,2206,138505.86
746,2207,213894.85
747,2208,262683.9
748,2209,235669.32
749,2210,118340.68
750,2211,120171.39
751,2212,119863.64
752,2213,107393.89
753,2214,128436.13
754,2215,104874.82
755,2216,147625.02
756,2217,74381.68
757,2218,93352.32
758,2219,87923.48
759,2220,65561.75
760,2221,308886.5
761,2222,271220.38
762,2223,275196.23
763,2224,204552.41
764,2225,125568.36
765,2226,188292.9
766,2227,194806.55
767,2228,265654.08
768,2229,241412.66
769,2230,154362.81
770,2231,208362.58
771,2232,181081.34
772,2233,172572.66
773,2234,237191.4
774,2235,221085.68
775,2236,247358.8
776,2237,316353.32
777,2238,202679.12
778,2239,113237.46
779,2240,160525.14
780,2241,156801.43
781,2242,124858.75
782,2243,125773.43
783,2244,104018.14
784,2245,99853.5
785,2246,146436.43
786,2247,108738.17
787,2248,124122.31
788,2249,123741.36
789,2250,135288.32
790,2251,101198.06
791,2252,180194.64
792,2253,152033.97
793,2254,173040.86
794,2255,187374.98
795,2256,177105.47
796,2257,210102.66
797,2258,163792.9
798,2259,175855.11
799,2260,148937.39
800,2261,197371.99
801,2262,213298.3
802,2263,374330.49
803,2264,458243.02
804,2265,169225.57
805,2266,303776.55
806,2267,373852.8
807,2268,445249.75
808,2269,155712.36
809,2270,194817.9
810,2271,220716.18
811,2272,196617.06
812,2273,163236.12
813,2274,179986.86
814,2275,164514.88
815,2276,192742.22
816,2277,192097.73
817,2278,150831.82
818,2279,127613.88
819,2280,117549.21
820,2281,162836.26
821,2282,179444.68
822,2283,104322.83
823,2284,112441.12
824,2285,146990.23
825,2286,125152.39
826,2287,358083.99
827,2288,263566.23
828,2289,372058.75
829,2290,452530.89
830,2291,324265.62
831,2292,437439.68
832,2293,449432.37
833,2294,428261.96
834,2295,436611.35
835,2296,272415.33
836,2297,329466.54
837,2298,330914.66
838,2299,367121.77
839,2300,339494.63
840,2301,298373.89
841,2302,247320.33
842,2303,242529.93
843,2304,239577.97
844,2305,186505.1
845,2306,184366.28
846,2307,195382.63
847,2308,234579.48
848,2309,282860.68
849,2310,206659.49
850,2311,190080.06
851,2312,172683.3
852,2313,175097.01
853,2314,174657.19
854,2315,173100.59
855,2316,188764.47
856,2317,189965.85
857,2318,173717.48
858,2319,176624.93
859,2320,180577.83
860,2321,251208.42
861,2322,176056.06
862,2323,193091.28
863,2324,169452.08
864,2325,205205.88
865,2326,166511.02
866,2327,204626.41
867,2328,222379.73
868,2329,193396.33
869,2330,181678.92
870,2331,350651.47
871,2332,406442.74
872,2333,314379.92
873,2334,259514.67
874,2335,282643.05
875,2336,309957.43
876,2337,194997.15
877,2338,262611.91
878,2339,216010.0
879,2340,381995.44
880,2341,207004.59
881,2342,238579.91
882,2343,228691.09
883,2344,216093.99
884,2345,233418.23
885,2346,207284.32
886,2347,195771.54
887,2348,232758.74
888,2349,174740.55
889,2350,280293.45
890,2351,249118.63
891,2352,250496.37
892,2353,240204.61
893,2354,134367.23
894,2355,146218.72
895,2356,149657.99
896,2357,191763.9
897,2358,193837.64
898,2359,133533.01
899,2360,112056.47
900,2361,144315.56
901,2362,267957.61
902,2363,142950.24
903,2364,154915.58
904,2365,206674.77
905,2366,184912.75
906,2367,216305.85
907,2368,206243.19
908,2369,215681.4
909,2370,171061.28
910,2371,171163.15
911,2372,185497.63
912,2373,284368.79
913,2374,305432.4
914,2375,254419.06
915,2376,278017.74
916,2377,341844.14
917,2378,154007.72
918,2379,205350.79
919,2380,151739.56
920,2381,165573.79
921,2382,206473.85
922,2383,207647.27
923,2384,248699.73
924,2385,160479.84
925,2386,135247.36
926,2387,136244.69
927,2388,100769.58
928,2389,122413.19
929,2390,158229.52
930,2391,139087.28
931,2392,117307.12
932,2393,176244.19
933,2394,145679.07
934,2395,206255.68
935,2396,139844.96
936,2397,220391.73
937,2398,131501.56
938,2399,62637.51
939,2400,58536.17
940,2401,114398.58
941,2402,136822.78
942,2403,141920.42
943,2404,155722.78
944,2405,158200.6
945,2406,142494.8
946,2407,125970.98
947,2408,142937.05
948,2409,124328.94
949,2410,163496.29
950,2411,117766.48
951,2412,156948.38
952,2413,132854.71
953,2414,151125.1
954,2415,135367.18
955,2416,129755.01
956,2417,132060.12
957,2418,131611.05
958,2419,127890.47
959,2420,119769.55
960,2421,164204.41
961,2422,112276.97
962,2423,115710.99
963,2424,152406.94
964,2425,173967.51
965,2426,139542.53
966,2427,134506.68
967,2428,182228.77
968,2429,115304.79
969,2430,133997.14
970,2431,104269.49
971,2432,142250.73
972,2433,143392.48
973,2434,133031.7
974,2435,147535.35
975,2436,106546.08
976,2437,109475.27
977,2438,127278.59
978,2439,105084.1
979,2440,123850.58
980,2441,90342.89
981,2442,94597.37
982,2443,124364.12
983,2444,128554.12
984,2445,85173.7
985,2446,135713.35
986,2447,180130.42
987,2448,136340.09
988,2449,106807.71
989,2450,149247.75
990,2451,119197.55
991,2452,194403.59
992,2453,92219.47
993,2454,125989.14
994,2455,112731.11
995,2456,133547.59
996,2457,136581.13
997,2458,125053.46
998,2459,107540.32
999,2460,129982.62
1000,2461,119829.43
1001,2462,133708.24
1002,2463,126641.06
1003,2464,174934.22
1004,2465,139276.46
1005,2466,119786.6
1006,2467,125937.32
1007,2468,87775.53
1008,2469,83211.72
1009,2470,192453.51
1010,2471,219957.19
1011,2472,164517.28
1012,2473,127490.02
1013,2474,76848.13
1014,2475,213089.02
1015,2476,115344.62
1016,2477,127918.07
1017,2478,156173.88
1018,2479,105965.69
1019,2480,154278.18
1020,2481,124582.44
1021,2482,123846.5
1022,2483,113734.83
1023,2484,122907.14
1024,2485,123648.96
1025,2486,158065.72
1026,2487,170031.23
1027,2488,163139.8
1028,2489,152581.45
1029,2490,143835.17
1030,2491,89579.69
1031,2492,191753.39
1032,2493,152829.5
1033,2494,148865.48
1034,2495,91410.53
1035,2496,235015.06
1036,2497,154874.11
1037,2498,108849.96
1038,2499,90110.53
1039,2500,129438.5
1040,2501,137096.08
1041,2502,145429.49
1042,2503,87795.96
1043,2504,198776.23
1044,2505,239531.66
1045,2506,242691.04
1046,2507,264881.68
1047,2508,243934.99
1048,2509,208919.47
1049,2510,213639.0
1050,2511,177116.57
1051,2512,206265.63
1052,2513,214654.13
1053,2514,255677.69
1054,2515,148810.36
1055,2516,175376.72
1056,2517,143022.3
1057,2518,150440.72
1058,2519,227574.27
1059,2520,212359.26
1060,2521,186473.48
1061,2522,219387.2
1062,2523,118880.5
1063,2524,137134.24
1064,2525,142513.22
1065,2526,137576.35
1066,2527,114897.82
1067,2528,136798.39
1068,2529,135129.19
1069,2530,118123.99
1070,2531,259472.98
1071,2532,226022.44
1072,2533,191304.91
1073,2534,233607.98
1074,2535,309294.65
1075,2536,232831.86
1076,2537,244066.23
1077,2538,176086.93
1078,2539,186319.6
1079,2540,173191.15
1080,2541,181945.41
1081,2542,168547.85
1082,2543,121930.7
1083,2544,123734.41
1084,2545,135922.7
1085,2546,126791.26
1086,2547,136995.04
1087,2548,152371.66
1088,2549,158686.45
1089,2550,432577.29
1090,2551,144338.65
1091,2552,126792.08
1092,2553,76708.38
1093,2554,96576.22
1094,2555,116315.26
1095,2556,98442.04
1096,2557,104467.18
1097,2558,147428.82
1098,2559,141477.74
1099,2560,146173.3
1100,2561,142048.38
1101,2562,140369.14
1102,2563,152493.78
1103,2564,197224.22
1104,2565,143214.06
1105,2566,152355.64
1106,2567,130962.38
1107,2568,186990.93
1108,2569,232664.17
1109,2570,117911.85
1110,2571,194986.44
1111,2572,161399.49
1112,2573,218640.63
1113,2574,313457.13
1114,2575,133155.49
1115,2576,132646.15
1116,2577,150113.41
1117,2578,85567.13
1118,2579,57598.34
1119,2580,114142.02
1120,2581,113787.07
1121,2582,115966.72
1122,2583,281243.0
1123,2584,176698.23
1124,2585,183812.41
1125,2586,215547.77
1126,2587,198026.53
1127,2588,148317.3
1128,2589,152856.71
1129,2590,204346.41
1130,2591,216900.87
1131,2592,209480.42
1132,2593,251075.03
1133,2594,172611.22
1134,2595,200023.35
1135,2596,291411.37
1136,2597,185170.03
1137,2598,294935.05
1138,2599,347655.74
1139,2600,149350.18
1140,2601,144861.01
1141,2602,81772.81
1142,2603,91781.95
1143,2604,86982.1
1144,2605,75656.93
1145,2606,148119.46
1146,2607,190811.46
1147,2608,199733.53
1148,2609,166387.0
1149,2610,110395.29
1150,2611,135455.66
1151,2612,156998.44
1152,2613,130839.32
1153,2614,126320.24
1154,2615,157257.49
1155,2616,143671.24
1156,2617,187102.67
1157,2618,193105.92
1158,2619,198219.91
1159,2620,188453.5
1160,2621,176860.97
1161,2622,180490.37
1162,2623,247026.28
1163,2624,294273.16
1164,2625,301749.45
1165,2626,174337.19
1166,2627,167671.06
1167,2628,503547.68
1168,2629,473439.51
1169,2630,371968.69
1170,2631,459671.44
1171,2632,430807.74
1172,2633,315725.29
1173,2634,423230.35
1174,2635,155537.25
1175,2636,176746.04
1176,2637,178364.68
1177,2638,252725.3
1178,2639,187741.49
1179,2640,153464.91
1180,2641,102110.07
1181,2642,184556.21
1182,2643,101600.23
1183,2644,122038.99
1184,2645,104490.07
1185,2646,95186.3
1186,2647,99903.47
1187,2648,143390.98
1188,2649,149043.4
1189,2650,136674.29
1190,2651,140420.31
1191,2652,403380.47
1192,2653,248316.85
1193,2654,241272.93
1194,2655,397525.85
1195,2656,321579.41
1196,2657,353476.04
1197,2658,301727.96
1198,2659,303745.97
1199,2660,352500.61
1200,2661,352638.37
1201,2662,363469.31
1202,2663,287687.14
1203,2664,274046.58
1204,2665,320499.98
1205,2666,284586.39
1206,2667,163033.43
1207,2668,177299.76
1208,2669,171765.66
1209,2670,265117.76
1210,2671,180204.2
1211,2672,191607.55
1212,2673,204656.94
1213,2674,201786.36
1214,2675,170988.93
1215,2676,187368.73
1216,2677,193999.79
1217,2678,234634.85
1218,2679,273885.26
1219,2680,290506.0
1220,2681,404642.68
1221,2682,328793.32
1222,2683,489574.28
1223,2684,320144.54
1224,2685,324846.47
1225,2686,251873.63
1226,2687,315416.37
1227,2688,211792.89
1228,2689,202536.72
1229,2690,401093.46
1230,2691,186348.16
1231,2692,137068.2
1232,2693,191416.65
1233,2694,124077.34
1234,2695,191051.37
1235,2696,184104.33
1236,2697,184749.09
1237,2698,181033.23
1238,2699,170090.87
1239,2700,156489.45
1240,2701,144743.38
1241,2702,110638.7
1242,2703,119113.07
1243,2704,145657.31
1244,2705,120875.46
1245,2706,110553.76
1246,2707,123638.22
1247,2708,135596.24
1248,2709,103665.69
1249,2710,132409.89
1250,2711,230824.17
1251,2712,377125.18
1252,2713,166478.8
1253,2714,147373.74
1254,2715,174408.64
1255,2716,138296.64
1256,2717,179679.28
1257,2718,218989.77
1258,2719,151368.25
1259,2720,174283.74
1260,2721,137133.34
1261,2722,157972.57
1262,2723,145554.16
1263,2724,125048.31
1264,2725,132077.75
1265,2726,147156.81
1266,2727,177601.31
1267,2728,178053.04
1268,2729,154651.87
1269,2730,148212.84
1270,2731,126503.28
1271,2732,131445.55
1272,2733,161802.6
1273,2734,136235.44
1274,2735,135174.72
1275,2736,141738.31
1276,2737,123457.25
1277,2738,137441.12
1278,2739,159652.7
1279,2740,139585.58
1280,2741,143547.14
1281,2742,150978.26
1282,2743,149420.88
1283,2744,159283.46
1284,2745,141178.24
1285,2746,140890.11
1286,2747,147944.47
1287,2748,116908.69
1288,2749,127126.5
1289,2750,131330.61
1290,2751,135883.65
1291,2752,191365.04
1292,2753,145013.05
1293,2754,214247.85
1294,2755,134183.09
1295,2756,89854.95
1296,2757,64718.33
1297,2758,84120.37
1298,2759,167557.86
1299,2760,129825.46
1300,2761,143900.37
1301,2762,147667.78
1302,2763,185857.08
1303,2764,156353.54
1304,2765,296161.32
1305,2766,111118.81
1306,2767,86597.87
1307,2768,132604.39
1308,2769,132745.32
1309,2770,139623.64
1310,2771,109628.13
1311,2772,114329.98
1312,2773,167786.15
1313,2774,144569.62
1314,2775,112428.91
1315,2776,138752.41
1316,2777,147843.44
1317,2778,101733.63
1318,2779,120767.72
1319,2780,97726.67
1320,2781,97238.57
1321,2782,94347.15
1322,2783,98957.12
1323,2784,123103.71
1324,2785,135285.84
1325,2786,61331.82
1326,2787,123926.03
1327,2788,76192.84
1328,2789,166988.71
1329,2790,93763.38
1330,2791,116902.27
1331,2792,64210.15
1332,2793,141197.21
1333,2794,93285.16
1334,2795,119984.8
1335,2796,99891.92
1336,2797,199248.45
1337,2798,104343.43
1338,2799,114145.19
1339,2800,71839.16
1340,2801,103344.75
1341,2802,135061.34
1342,2803,161520.21
1343,2804,135710.51
1344,2805,100100.84
1345,2806,79679.17
1346,2807,176727.43
1347,2808,151900.23
1348,2809,135916.29
1349,2810,132448.24
1350,2811,160878.47
1351,2812,157956.65
1352,2813,153927.16
1353,2814,153616.39
1354,2815,104391.02
1355,2816,243133.92
1356,2817,152172.82
1357,2818,132317.67
1358,2819,156530.92
1359,2820,135369.01
1360,2821,101841.82
